,Physician_Name,NPI,Physician_Specialty,Company,Nature_of_Payment,Therapeutic_Area,Drug,Total_Payment,Number_of_Payments
2211,"MARUYAMA, HIROMI",1013181775.0,FAMILY MEDICINE,"SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC",FOOD AND BEVERAGE,GASTROENTEROLOGY,XIFAXAN,72.37,4
2212,"MARUYAMA, HIROMI",1013181775.0,FAMILY MEDICINE,SUNOVION PHARMACEUTICALS INC.,FOOD AND BEVERAGE,UROLOGY,GEMTESA,16.96,1
2213,"MASCIARELLI, LESLIE",1699876417.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,76.0,1
2214,"MASCIARELLI, LESLIE",1699876417.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,16.01,1
2215,"MASCIOPINTO, MARTHA",1215980792.0,FAMILY MEDICINE,ALMATICA PHARMA LLC,FOOD AND BEVERAGE,POSTHERPETIC NEURALGIA,GRALISE,23.38,1
2216,"MASCIOPINTO, MARTHA",1215980792.0,FAMILY MEDICINE,NOVARTIS PHARMACEUTICALS CORPORATION,CONSULTING FEE,NEUROSCIENCE,GILENYA,5519.83,13
2217,"MASELLO, KIERSTEN",1922637636.0,DENTIST,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,12.39,1
2218,"MASELLO, KIERSTEN",1922637636.0,DENTIST,GC AMERICA INC.,FOOD AND BEVERAGE,PREVENTIVE,MIPASTE,12.45,1
2219,"MASON, DESSIE",1366000697.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,14.64,1
2220,"MASOOD, MOEEN",1275574717.0,ADDICTION MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,NEUROSCIENCE,ZEPOSIA,14.66,1
2221,"MASTIN, MURPHY",1588159917.0,DERMATOLOGY,"DERMAVANT SCIENCES, INC.",EDUCATION,DERMATOLOGY,VTAMA,14.0,1
2222,"MASTIN, MURPHY",1588159917.0,DERMATOLOGY,"DERMAVANT SCIENCES, INC.",FOOD AND BEVERAGE,DERMATOLOGY,VTAMA,13.85,1
2223,"MASTIN, MURPHY",1588159917.0,DERMATOLOGY,"UCB, INC.",FOOD AND BEVERAGE,IMMUNOLOGY,CIMZIA,14.11,1
2224,"MATH, THOMAS",1215927835.0,INFECTIOUS DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,32.48,2
2225,"MATHEW, SMITHA",1144843343.0,ORTHOPAEDIC SURGERY,"HERON THERAPEUTICS, INC.",FOOD AND BEVERAGE,POSTOPERATIVE PAIN,ZYNRELEF,13.98,1
2226,"MATHISON, CHRISTOPHER",1366494254.0,DENTIST,GC AMERICA INC.,FOOD AND BEVERAGE,PREVENTIVE,MIPASTE,17.24,1
2227,"MATSUMOTO, MARTHA",1336679067.0,DERMATOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,59.52,1
2228,"MATTESON, ERIC",1982677563.0,RHEUMATOLOGY,BOEHRINGER INGELHEIM INTERNATIONAL GMBH,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",RESPIRATORY,OFEV,891.78,2
2229,"MATTISON, REBECCA",1093775736.0,"ENDOCRINOLOGY, DIABETES & METABOLISM","IPSEN BIOPHARMACEUTICALS, INC",FOOD AND BEVERAGE,ONCOLOGY/ENDOCRINOLOGY,SOMATULINE DEPOT,13.95,1
2230,"MATTISON, REBECCA",1093775736.0,GENERAL PRACTICE,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,14.86,1
2231,"MATTISON, REBECCA",1093775736.0,GENERAL PRACTICE,HORIZON THERAPEUTICS PLC,FOOD AND BEVERAGE,TEPEZZA,TEPEZZA,13.64,1
2232,"MATTISON, REBECCA",1093775736.0,GENERAL PRACTICE,"XERIS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,DIABETES,GVOKE PFS,16.09,1
2233,"MATTISON, REBECCA",1093775736.0,INTERNAL MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,OZEMPIC,24.2,2
2234,"MATTSON, ANDREW",1518037563.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,20.6,1
2235,"MATZKE BITTERMAN, LAURA",1952652992.0,PAIN MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,QULIPTA,27.11,1
2236,"MATZKE BITTERMAN, LAURA",1952652992.0,PAIN MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,UBRELVY,137.39,11
2237,"MAXWELL, KEEGAN",1790712883.0,UROLOGY,"UROGEN PHARMA, INC.",EDUCATION,UROTHELIAL CANCER,JELMYTO,12.01,1
2238,"MCCALL, ANDREW",1790122299.0,UROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,ENDOCRINOLOGY,LUPRON DEPOT,23.43,1
2239,"MCCALL, ANDREW",1790122299.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,18.95,1
2240,"MCCALL, ANDREW",1790122299.0,UROLOGY,BLUE EARTH DIAGNOSTICS LIMITED,FOOD AND BEVERAGE,DIAGNOSTIC IMAGING,AXUMIN,21.06,1
2241,"MCCALL, ANDREW",1790122299.0,UROLOGY,DENDREON PHARMACEUTICALS LLC,FOOD AND BEVERAGE,CELLULAR BIOLOGIC TREATMENT FOR PROSTATE CANCER,PROVENGE,19.8,1
2242,"MCCALL, ANDREW",1790122299.0,UROLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,ONCOLOGY,ERLEADA,39.99,3
2243,"MCCALL, ANDREW",1790122299.0,UROLOGY,MISSION PHARMACAL COMPANY,FOOD AND BEVERAGE,ANALGESIC| ANTISPASMODIC & ANTISEPTIC (URINARY),URIBEL,17.0,1
2244,"MCCALL, ANDREW",1790122299.0,UROLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,37.34,1
2245,"MCCALL, ANDREW",1790122299.0,UROLOGY,"UROGEN PHARMA, INC.",FOOD AND BEVERAGE,UROTHELIAL CANCER,JELMYTO,13.23,1
2246,"MCCALL, ANDREW",1790122299.0,UROLOGY,UROVANT SCIENCES INC,FOOD AND BEVERAGE,UROLOGY,GEMTESA,53.43,3
2247,"MCCARTHY, KELLY",1295264547.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,42.43,1
2248,"MCCARTY, TINA",1720046170.0,CORNEAL AND CONTACT MANAGEMENT,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,49.5,1
2249,"MCCARTY, TINA",1720046170.0,CORNEAL AND CONTACT MANAGEMENT,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,24.79,1
2250,"MCCARTY, TINA",1720046170.0,CORNEAL AND CONTACT MANAGEMENT,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,14.81,1
2251,"MCDEVITT, KATELYN",1912520198.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,49.5,1
2252,"MCDEVITT, KATELYN",1912520198.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,13.93,1
2253,"MCDONALD, ANTHONY",1659360436.0,OPTOMETRIST,"DOMPE US, INC.",FOOD AND BEVERAGE,SOLUTION/ DROPS,OXERVATE,39.6,2
2254,"MCDONALD, ANTHONY",1659360436.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,17.86,1
2255,"MCDONALD, ANTHONY",1659360436.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,15.06,1
2256,"MCDONALD, ANTHONY",1659360436.0,OPTOMETRIST,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,CEQUA,28.07,2
2257,"MCDONALD, MARGARET",1134640402.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,14.4,1
2258,"MCDONALD, MARGARET",1134640402.0,OPTOMETRIST,"DOMPE US, INC.",FOOD AND BEVERAGE,SOLUTION/ DROPS,OXERVATE,39.6,2
2259,"MCDONALD, MARGARET",1134640402.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,17.86,1
2260,"MCDONALD, MARGARET",1134640402.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,15.06,1
2261,"MCDONALD, MARGARET",1134640402.0,OPTOMETRIST,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,CEQUA,26.88,2
2262,"MCDONALD, MOLLY",1659621357.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,33.57,2
2263,"MCDONALD, MOLLY",1659621357.0,OPTOMETRIST,"DOMPE US, INC.",FOOD AND BEVERAGE,SOLUTION/ DROPS,OXERVATE,39.6,2
2264,"MCDONALD, MOLLY",1659621357.0,OPTOMETRIST,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,CEQUA,43.08,3
2265,"MCDOWELL, CHARLES",1699726174.0,FAMILY MEDICINE,ASTRAZENECA PHARMACEUTICALS LP,FOOD AND BEVERAGE,RESPIRATORY,BREZTRI,44.15,3
2266,"MCDOWELL, CHARLES",1699726174.0,FAMILY MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,CARDIOVASCULAR,ELIQUIS,13.43,1
2267,"MCDOWELL, CHARLES",1699726174.0,FAMILY MEDICINE,"KOWA PHARMACEUTICALS AMERICA, INC.",FOOD AND BEVERAGE,PAIN MANAGEMENT,SEGLENTIS,13.25,1
2268,"MCELLISTREM, MEGAN",1538350962.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,LILETTA,11.66,1
2269,"MCELLISTREM, MEGAN",1538350962.0,OBSTETRICS & GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,SKYLA,13.52,1
2270,"MCELLISTREM, MEGAN",1538350962.0,OBSTETRICS & GYNECOLOGY,DAIICHI SANKYO INC.,FOOD AND BEVERAGE,IRON DEFICIENCY ANEMIA,INJECTAFER,20.4,1
2271,"MCELLISTREM, MEGAN",1538350962.0,OBSTETRICS & GYNECOLOGY,"EXELTIS, USA INC.",FOOD AND BEVERAGE,ORAL CONTRACEPTIVE,SLYND,13.04,1
2272,"MCELLISTREM, MEGAN",1538350962.0,OBSTETRICS & GYNECOLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,MYFEMBREE,12.2,1
2273,"MCGINN, KATHLEEN",1578529061.0,DENTIST,JOURNEY MEDICAL CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,QBREXZA,27.73,1
2274,"MCGOVERN, DAMIAN",1881893220.0,PSYCHIATRY,"ALKERMES, INC.",FOOD AND BEVERAGE,CNS,LYBALVI,19.26,1
2275,"MCGREW, CHRIS",1811100860.0,GENERAL PRACTICE,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,13.67,1
2276,"MCHUGH, JUSTIN",1073687109.0,GENERAL PRACTICE,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,12.0,1
2277,"MCKAY, SARAH",1366700783.0,FAMILY MEDICINE,BIOHAVEN PHARMACEUTICAL HOLDING COMPANY LTD.,FOOD AND BEVERAGE,PRIMARY CARE,NURTEC ODT,28.67,1
2278,"MCKEE, DANIEL",1316017924.0,GASTROENTEROLOGY,"BRAINTREE LABORATORIES, INC.",GIFT,GI COLON PREP,SUTAB,318.76,4
2279,"MCLINN, DUDLEY",1659464451.0,INTERNAL MEDICINE,"CORIUM, LLC",FOOD AND BEVERAGE,TREATMENT OF DEMENTIA OF THE ALZHEIMERS TYPE,ADLARITY,12.85,1
2280,"MCLINN, DUDLEY",1659464451.0,INTERNAL MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,CARDIOVASCULAR,ELIQUIS,14.26,1
2281,"MCLINN, DUDLEY",1659464451.0,INTERNAL MEDICINE,NESTLE HEALTHCARE NUTRITION INC.,FOOD AND BEVERAGE,ENDOCRINE PANCREATIC INSUFFICIENCY,ZENPEP,30.85,2
2282,"MCMAHON, AMANDA",1346699741.0,FAMILY MEDICINE,"LILLY USA, LLC",FOOD AND BEVERAGE,DIABETES,MOUNJARO,13.5,1
2283,"MCMAHON, AMANDA",1346699741.0,FAMILY MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,29.08,2
2284,"MCMAHON, DOUGLAS",1356533293.0,ALLERGY & IMMUNOLOGY,"KALEO, INC.",FOOD AND BEVERAGE,ALLERGY,AUVI-Q,14.0,1
2285,"MCMICHAEL, TARA",1134368160.0,INTERNAL MEDICINE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,16.24,1
2286,"MCMILLEN, JILL",1780112466.0,DENTIST,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,12.26,1
2287,"MCMULLEN, AMANDA",1124506852.0,OPTOMETRIST,"KALA PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,OCULAR,INVELTYS,11.98,1
2288,"MCNULTY, CAITLIN",1467895680.0,ALLERGY & IMMUNOLOGY,"BIOCRYST US SALES CO., LLC",FOOD AND BEVERAGE,IMMUNOLOGY,ORLADEYO,20.22,1
2289,"MCNULTY, CAITLIN",1467895680.0,ALLERGY & IMMUNOLOGY,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RESPIRATORY,SPIRIVA RESPIMAT,15.02,1
2290,"MCNULTY, CAITLIN",1467895680.0,ALLERGY & IMMUNOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,12.27,1
2291,"MCNULTY, CAITLIN",1467895680.0,ALLERGY & IMMUNOLOGY,"KALEO, INC.",FOOD AND BEVERAGE,ALLERGY,AUVI-Q,35.35,2
2292,"MCNULTY, CAITLIN",1467895680.0,ALLERGY & IMMUNOLOGY,PFIZER INC.,FOOD AND BEVERAGE,IMMUNOLOGY,OCTAGAM IMMUNE GLOBULIN (HUMAN),15.15,1
2293,"MEHTA, HEMALINI",1760442693.0,CLINICAL & LABORATORY IMMUNOLOGY,"BIOCRYST US SALES CO., LLC",FOOD AND BEVERAGE,IMMUNOLOGY,ORLADEYO,12.63,1
2294,"MEHTA, HEMALINI",1760442693.0,CLINICAL & LABORATORY IMMUNOLOGY,"OPTINOSE US, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM","OTOLARYNGOLOGY (EAR, NOSE, THROAT)",XHANCE,3700.0,2
2295,"MEHTA, HEMALINI",1760442693.0,CLINICAL & LABORATORY IMMUNOLOGY,"OPTINOSE US, INC.",FOOD AND BEVERAGE,"OTOLARYNGOLOGY (EAR, NOSE, THROAT)",XHANCE,328.61,9
2296,"MEHTA, HEMALINI",1760442693.0,CLINICAL & LABORATORY IMMUNOLOGY,"OPTINOSE US, INC.",TRAVEL AND LODGING,"OTOLARYNGOLOGY (EAR, NOSE, THROAT)",XHANCE,879.5,3
2297,"MEHTA, MONIL",1790354181.0,GENERAL PRACTICE,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,12.71,1
2298,"MEICHSNER, ELIZABETH",1013207596.0,FAMILY MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,OZEMPIC,12.32,1
2299,"MEIGHAN, MARY",1447236062.0,DERMATOLOGY,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,IMMUNOLOGY,SOTYKTU,14.66,1
2300,"MEIGHAN, MARY",1447236062.0,DERMATOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,36.83,2
2301,"MEIGHAN, MARY",1447236062.0,DERMATOLOGY,"LILLY USA, LLC",FOOD AND BEVERAGE,IMMUNOLOGY,TALTZ,41.79,3
2302,"MEIUSI, RHONDI",1437167848.0,OPHTHALMOLOGY,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,13.88,1
2303,"MEIUSI, RHONDI",1437167848.0,OPHTHALMOLOGY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,13.85,1
2304,"MEIUSI, RHONDI",1437167848.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,43.15,3
2305,"MELGARD, RODNEY",1710922679.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,13.44,1
2306,"MELLEMA, JAMES",1316927791.0,FAMILY MEDICINE,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,15.13,1
2307,"MELLEMA, JONATHAN",1083680458.0,OTOLARYNGOLOGY,"OPTINOSE US, INC.",FOOD AND BEVERAGE,"OTOLARYNGOLOGY (EAR, NOSE, THROAT)",XHANCE,27.3,2
2308,"MELLEMA, PETER",1578755872.0,OPHTHALMOLOGY,ALCON VISION LLC,FOOD AND BEVERAGE,OPHTHALMOLOGY,SIMBRINZA,16.53,1
2309,"MELLEMA, PETER",1578755872.0,OPHTHALMOLOGY,HORIZON THERAPEUTICS PLC,FOOD AND BEVERAGE,TEPEZZA,TEPEZZA,29.54,2
2310,"MENDONCA, NIKOLAI",1093121212.0,HOSPITALIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,CARDIOVASCULAR,ENTRESTO,22.6,1
2311,"MENDONCA, NIKOLAI",1093121212.0,INTERNAL MEDICINE,ABBVIE INC.,FOOD AND BEVERAGE,ANTI-INFECTIVE,TEFLARO,15.44,1
2312,"MENDONCA, NIKOLAI",1093121212.0,INTERNAL MEDICINE,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CARDIO-RENAL,KERENDIA,28.7,1
2313,"MENDONCA, NIKOLAI",1093121212.0,INTERNAL MEDICINE,MYLAN SPECIALTY L.P.,FOOD AND BEVERAGE,"ANTICHOLINERGICS, INHALED",YUPELRI,22.9,1
2314,"MENE-AFEJUKU, TUOYO",1184076853.0,INTERNAL MEDICINE,PFIZER INC.,FOOD AND BEVERAGE,CARDIOVASCULAR,VYNDAQEL,13.88,1
2315,"MENE-AFEJUKU, TUOYO",1184076853.0,INTERNAL MEDICINE,PFIZER INC.,FOOD AND BEVERAGE,CARDIOVASCULAR;METABOLIC DISEASE,ELIQUIS,86.08,4
2316,"MERCER, MICHAEL",1558418517.0,FAMILY MEDICINE,AMARIN PHARMA INC.,FOOD AND BEVERAGE,CARDIOVASCULAR,VASCEPA,14.0,1
2317,"MERCK, MICHAEL",1033199328.0,OPHTHALMOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,13.3,1
2318,"METHERD, JENNIFER",1093072340.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,LO LOESTRIN FE,15.09,1
2319,"METHERD, JENNIFER",1093072340.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,ORILISSA,13.17,1
2320,"MEYERSON, REBECCA",1487688933.0,HOSPITALIST,CELGENE CORPORATION,FOOD AND BEVERAGE,NEUROSCIENCE,ZEPOSIA,13.24,1
2321,"MEYERSON, REBECCA",1487688933.0,NEUROLOGY,BIOHAVEN PHARMACEUTICAL HOLDING COMPANY LTD.,FOOD AND BEVERAGE,PRIMARY CARE,NURTEC ODT,13.06,1
2322,"MEYERSON, REBECCA",1487688933.0,NEUROLOGY,"CORIUM, LLC",FOOD AND BEVERAGE,TREATMENT OF DEMENTIA OF THE ALZHEIMERS TYPE,ADLARITY,28.35,1
2323,"MICHAELIS, DEREK",1932764883.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,39.35,1
2324,"MICHAELIS, DEREK",1932764883.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,17.18,1
2325,"MICHAELIS, DEREK",1932764883.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,12.72,1
2326,"MICHAELS, JASON",1255650073.0,DERMATOLOGY,AMGEN INC.,FOOD AND BEVERAGE,INFLAMMATION,OTEZLA,369.32,3
2327,"MICHAELS, JODI",1922233287.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,UROLOGY,MYRBETRIQ,16.12,1
2328,"MICHAELS, JODI",1922233287.0,UROLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,23.76,1
2329,"MIES, ANNETTE",1265418750.0,OBSTETRICS & GYNECOLOGY,"EXELTIS, USA INC.",FOOD AND BEVERAGE,ORAL CONTRACEPTIVE,SLYND,12.05,1
2330,"MIEST, RACHEL",1285920603.0,DERMATOLOGY,"LILLY USA, LLC",FOOD AND BEVERAGE,IMMUNOLOGY,TALTZ,26.83,1
2331,"MIEST, RACHEL",1285920603.0,DERMATOLOGY,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,ONCOLOGY,ODOMZO,15.98,1
2332,"MILAVETZ, JAMES",1154316206.0,CARDIOVASCULAR DISEASE,JUBILANT DRAXIMAGE INC.,FOOD AND BEVERAGE,DIAGNOSTIC,RUBY-FILL,20.1,1
2333,"MILBANK, AARON",1366439523.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,74.32,5
2334,"MILBANK, AARON",1366439523.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,ONCOLOGY,XTANDI,45.57,2
2335,"MILBANK, AARON",1366439523.0,UROLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,ONCOLOGY,ERLEADA,14.47,1
2336,"MILBANK, AARON",1366439523.0,UROLOGY,"JANSSEN SCIENTIFIC AFFAIRS, LLC",CONSULTING FEE,ONCOLOGY,ERLEADA,757.5,1
2337,"MILBANK, AARON",1366439523.0,UROLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,ORGOVYX,17.12,1
2338,"MILBANK, AARON",1366439523.0,UROLOGY,"PROGENICS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,RADIOPHARMACEUTICAL,PYLARIFY,19.83,1
2339,"MILES, JUSTIN",1881984441.0,PSYCHIATRY,ALMATICA PHARMA LLC,FOOD AND BEVERAGE,ANTI-DEPRESSION,CITALOPRAM,13.25,1
2340,"MILES, JUSTIN",1881984441.0,PSYCHIATRY,"NEUROCRINE BIOSCIENCES, INC.",FOOD AND BEVERAGE,NEUROPSYCHIATRY,INGREZZA,30.689999999999998,2
2341,"MILEY, MAYA",1548440670.0,FAMILY MEDICINE,"GLAXOSMITHKLINE, LLC.",FOOD AND BEVERAGE,RESPIRATORY,TRELEGY ELLIPTA,17.18,1
2342,"MILEY, MAYA",1548440670.0,GENERAL PRACTICE,"SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC",FOOD AND BEVERAGE,GASTROENTEROLOGY,XIFAXAN,15.7,1
2343,"MILLER, AMANDA",1376806802.0,EMERGENCY MEDICINE,THERATECHNOLOGIES INC.,FOOD AND BEVERAGE,HIV,EGRIFTA,13.99,1
2344,"MILLER, BRADLEY",1184633059.0,PEDIATRIC ENDOCRINOLOGY,"ASCENDIS PHARMA, INC.",CONSULTING FEE,ENDOCRINOLOGY,SKYTROFA,3204.0,2
2345,"MILLER, BRADLEY",1184633059.0,PEDIATRIC ENDOCRINOLOGY,"IPSEN BIOPHARMACEUTICALS, INC",EDUCATION,ENDOCRINOLOGY,INCRELEX,2000.0,1
2346,"MILLER, BRADLEY",1184633059.0,PEDIATRIC ENDOCRINOLOGY,"TOLMAR PHARMACEUTICALS, INC.",CONSULTING FEE,CENTRAL PRECOCIOUS PUBERTY (CPP),FENSOLVI,3745.0,3
2347,"MILLER, BRADLEY",1184633059.0,PEDIATRIC ENDOCRINOLOGY,"TOLMAR PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,CENTRAL PRECOCIOUS PUBERTY (CPP),FENSOLVI,37.05,1
2348,"MILLER, CORY",1114451259.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,21.17,1
2349,"MILLER, DANISE",1083603831.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,26.6,1
2350,"MILLER, DANISE",1083603831.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,13.42,1
2351,"MILLER, JESSE",1205105525.0,PULMONARY DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,16.24,1
2352,"MILLS, PAMELA",1750794913.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,LILETTA,13.37,1
2353,"MILLS, PAMELA",1750794913.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,ORIAHNN,21.2,1
2354,"MILLS, PAMELA",1750794913.0,OBSTETRICS & GYNECOLOGY,ORGANON LLC,FOOD AND BEVERAGE,ETONOGESTREL,NEXPLANON,21.88,1
2355,"MILSHTEYN, MICHAEL",1427318005.0,ORTHOPAEDIC SURGERY,"HERON THERAPEUTICS, INC.",FOOD AND BEVERAGE,POSTOPERATIVE PAIN,ZYNRELEF,107.1,1
2356,"MINCES, LUCIO",1811173271.0,INFECTIOUS DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,32.48,2
